English,Chinese
"But this was in the laboratory, and I wondered, could this happen in real forests? ",你可以睇到… （掌聲） 只要個儀器埋到去穿窿嘅位置 病人一定百分百好返 
I thought yes. ,由開始到完成 成個程序只需要半個鐘頭 
Trees in real forests might also share information below ground. ,從醫學同常人嘅角度嚟講都令人鼓舞 
"But this was really controversial, and some people thought I was crazy, and I had a really hard time getting research funding. ",以前嘅一啲病人家陣加入咗我哋團隊 佢哋令我哋好驕傲 咁係多得團隊之前同參與研究嘅病人 有緊密溝通 
"But I persevered, and I eventually conducted some experiments deep in the forest, 25 years ago. ",講到呢度，我哋只有一個信念： 最好嘅方法一定要簡單 
"I grew 80 replicates of three species: paper birch, Douglas fir, and western red cedar. ",雖然我哋以前怕創造新嘅嘢 
"I figured the birch and the fir would be connected in a belowground web, but not the cedar. ",雖然路途艱難 
It was in its own other world. ,困難重重 
"And I gathered my apparatus, and I had no money, so I had to do it on the cheap. ",但係我哋嘅病人都好支持我哋 
"So I went to Canadian Tire -- (Laughter) and I bought some plastic bags and duct tape and shade cloth, a timer, a paper suit, a respirator. ",佢哋嘅抗逆能力同勇氣 都激發我哋嘅創意 
"And then I borrowed some high-tech stuff from my university: a Geiger counter, a scintillation counter, a mass spectrometer, microscopes. ",我哋嘅目標係話︰ 冇一個兒童 會因為經費或者就醫機會而得唔到治療 
And then I got some really dangerous stuff: syringes full of radioactive carbon-14 carbon dioxide gas and some high pressure bottles of the stable isotope carbon-13 carbon dioxide gas. ,於是我哋成立一個 以一對一嘅模式營運嘅基金 
But I was legally permitted. ,仲會向每位兒童免費提供一件儀器 等佢哋都可以接受治療 
"(Laughter) Oh, and I forgot some stuff, important stuff: the bug spray, the bear spray, the filters for my respirator. ",我哋現今已經推展到好多國家 但我哋仲需要走到世界每個角落 
Oh well. ,呢件事 源自一個無可能實現嘅念頭 而且會延續落去 確保每一個兒童都得到醫治 
"The first day of the experiment, we got out to our plot and a grizzly bear and her cub chased us off. ",多謝 
And I had no bear spray. ,（掌聲） 
"But you know, this is how forest research in Canada goes. ",
"(Laughter) So I came back the next day, and mama grizzly and her cub were gone. ",想像你喺片森林度散緊步 
"So this time, we really got started, and I pulled on my white paper suit, I put on my respirator, and then I put the plastic bags over my trees. ",我估你望到嘅係密麻麻嘅樹 我哋林務員稱佢為「林分」 佢哋嘅樹幹粗壯、樹冠茂盛 
"I got my giant syringes, and I injected the bags with my tracer isotope carbon dioxide gases, first the birch. ",冇錯，樹係森林嘅基礎 但係森林絕對唔止你睇到嘅咁樣 今日，我希望改變你哋對森林嘅睇法 
"I injected carbon-14, the radioactive gas, into the bag of birch. ",喺地底有另一個世界係 一個連結無窮生命嘅世界 連繫住樹木，畀空間佢哋交流 使成個森林成為一個生物咁運作 
"And then for fir, I injected the stable isotope carbon-13 carbon dioxide gas. ",佢可能使你諗起一種智慧 
"I used two isotopes, because I was wondering whether there was two-way communication going on between these species. ",我點知嘅？ 
"I got to the final bag, the 80th replicate, and all of a sudden mama grizzly showed up again. ",以下係我嘅故事 
"And she started to chase me, and I had my syringes above my head, and I was swatting the mosquitos, and I jumped into the truck, and I thought, ""This is why people do lab studies."" ",我喺加拿大卑詩省嘅森林度大嘅 
(Laughter) I waited an hour. ,細細個鍾意瞓喺度望住啲樹 
"I figured it would take this long for the trees to suck up the CO2 through photosynthesis, turn it into sugars, send it down into their roots, and maybe, I hypothesized, shuttle that carbon belowground to their neighbors. ",佢哋十足十巨人 
"After the hour was up, I rolled down my window, and I checked for mama grizzly. ",我爺爺都係一個巨人 
"Oh good, she's over there eating her huckleberries. ",佢係一個伐木工人 佢喺內陸森林度會揀一啲杉樹來鋸 
So I got out of the truck and I got to work. ,佢教識我欣賞森林生活嘅恬靜同諧嘅 仲有森林同我哋一家嘅聯繫 
I went to my first bag with the birch. I pulled the bag off. ,所以我繼承咗爺爺嘅事業 
I ran my Geiger counter over its leaves. ,佢同我對森林都有好奇 而我第一個醒悟 就來自我哋喺湖邊嘅廁所 
Kkhh! ,我哋隻狗 Jigs 跣咗落個屎氹度 
Perfect. ,爺爺就攞住個鏟，跑去救隻衰狗 
The birch had taken up the radioactive gas. ,爺爺喺個氹度游，成身臭晒 
Then the moment of truth. ,就喺爺爺挖緊泥嗰陣 我俾氹裡邊啲樹根吸引住 後來先知，地底嗰啲係白色菌絲 菌絲下面，係紅色同黃色嘅礦物層 
I went over to the fir tree. ,後尾，我同爺爺救到隻狗 喺嗰一剎那，我體會到 樹根同土壤嘅融合 先係森林嘅基礎 
I pulled off its bag. ,我仲想了解多啲 
"I ran the Geiger counter up its needles, and I heard the most beautiful sound. ",於是我去讀森林學 
Kkhh! ,好快就同一班大人物做嘢 一齊經營商業伐木 
"It was the sound of birch talking to fir, and birch was saying, ""Hey, can I help you?"" ",大規模嘅濫伐 景況令人擔憂 我亦飽受良心嘅譴責 
"And fir was saying, ""Yeah, can you send me some of your carbon? ",佢哋仲灑農藥、斬晒啲白楊樹同樺樹 純粹為咗改種更賺錢嘅松樹同冷杉樹 好令人震驚 
"Because somebody threw a shade cloth over me."" ",似乎咩都阻止唔到工業機器嘅推進 
"I went up to cedar, and I ran the Geiger counter over its leaves, and as I suspected, silence. ",所以我再讀去返書 開始研究我嘅另一個世界 
Cedar was in its own world. ,科學家啱啱先喺實驗室發現 喺試管裡邊，碳可以從一個松樹嘅幼苗 傳去另一棵幼苗嗰度 
It was not connected into the web interlinking birch and fir. ,但呢個只係實驗室裡邊頭發現 我喺度諗，喺森林度得唔得呢？ 
"I was so excited, I ran from plot to plot and I checked all 80 replicates. ",我諗應該得 
The evidence was clear. ,樹木或者真係可以喺地底傳送信息 
The C-13 and C-14 was showing me that paper birch and Douglas fir were in a lively two-way conversation. ,但呢個諗法爭議太大 啲人甚至以為我癲咗 所以我好難籌到研究經費 
"It turns out at that time of the year, in the summer, that birch was sending more carbon to fir than fir was sending back to birch, especially when the fir was shaded. ",但係我一直堅持 卒之， 我喺森林做咗啲實驗 喺 25 年前 
"And then in later experiments, we found the opposite, that fir was sending more carbon to birch than birch was sending to fir, and this was because the fir was still growing while the birch was leafless. ",我種咗 3 種樹，一種 80 棵： 北美白樺、黃杉同紅崖柏 
"So it turns out the two species were interdependent, like yin and yang. ",我設想北美白樺同黃杉會喺地底有交流 但紅崖柏就冇 
"And at that moment, everything came into focus for me. ",紅崖柏只會自成一國 
"I knew I had found something big, something that would change the way we look at how trees interact in forests, from not just competitors but to cooperators. ",跟住，我準備好曬啲器材 因為冇錢，成本盡量要低 
"And I had found solid evidence of this massive belowground communications network, the other world. ",所以我去咗加拿大輪胎公司 （笑聲） 買咗啲膠袋、牛皮膠紙、遮光布 計時器、防護衣同防護口罩 
"Now, I truly hoped and believed that my discovery would change how we practice forestry, from clear-cutting and herbiciding to more holistic and sustainable methods, methods that were less expensive and more practical. ",跟住我問大學借咗啲儀器： 一個蓋革計數器、一個閃爍輻射儀、 一個質譜儀同幾座顯微鏡 
What was I thinking? ,我仲攞咗一啲超危險嘅嘢： 幾支裝滿放射性 有「碳-14」嘅二氧化碳嘅注射器 同埋幾個裝咗穩定同位素 
I'll come back to that. ,有「碳-13」嘅二氧化碳嘅高壓氣樽 
So how do we do science in complex systems like forests? ,全部合法嘎 （笑聲） 有幾樣嘢我帶漏咗， 好重要嘅嘢： 殺蟲噴霧、防熊噴霧、口罩濾網 
"Well, as forest scientists, we have to do our research in the forests, and that's really tough, as I've shown you. ",好喇 
And we have to be really good at running from bears. ,實驗嘅第一日，我哋嚟到目的地 點知有隻灰熊媽媽同個仔追住我哋 
"But mostly, we have to persevere in spite of all the stuff stacked against us. ",我冇帶防熊噴霧 
And we have to follow our intuition and our experiences and ask really good questions. ,不過喺加拿大嘅森林做研究係咁㗎喇 
And then we've got to gather our data and then go verify. ,（笑聲） 第二日，我又嚟喇 隻灰熊同個仔走咗喇 
"For me, I've conducted and published hundreds of experiments in the forest. ",所以今次，我哋真正開始喇 我著好件防護衣 戴好個防護面罩 之後 用膠袋冚住啲樹 
Some of my oldest experimental plantations are now over 30 years old. ,我拎住個超大注射器 將示蹤同位素二氧化碳 射入個膠袋度 首先係北美白樺 
You can check them out. ,我將放射性氣體「碳-14」 射入佢度 
That's how forest science works. ,之後係黃杉，我注入咗 穩定嘅同位素「碳-13」二氧化碳 
So now I want to talk about the science. ,我用咗兩種唔同嘅同位素 因為我想知 呢兩種樹之間係咪有雙向交流 
How were paper birch and Douglas fir communicating? ,注射用到最後一袋 即係第 80 組樹 突然間，隻灰熊又來咗 
"Well, it turns out they were conversing not only in the language of carbon but also nitrogen and phosphorus and water and defense signals and allele chemicals and hormones -- information. ",喺後面追住我 我舉住個注射器過我個頭 一邊拍蚊，一邊跳到架貨車度 我心諗 難怪啲科學家鍾意留喺實驗室啦！ 
"And you know, I have to tell you, before me, scientists had thought that this belowground mutualistic symbiosis called a mycorrhiza was involved. ",（笑聲） 我等咗一個鐘 
"Mycorrhiza literally means ""fungus root."" ",我諗啲樹需要咁上下時間 透過光合作用吸收啲 放射性嘅二氧化碳 轉換成糖，然後送到樹根 然後傳畀隔離棵樹 
You see their reproductive organs when you walk through the forest. ,過咗一個鐘 我拉低個車窗 睇下隻灰熊喺邊 
They're the mushrooms. ,太好喇，佢喺埋邊食緊堆黑莓 
"The mushrooms, though, are just the tip of the iceberg, because coming out of those stems are fungal threads that form a mycelium, and that mycelium infects and colonizes the roots of all the trees and plants. ",於是我行出架貨車，開始做嘢 
"And where the fungal cells interact with the root cells, there's a trade of carbon for nutrients, and that fungus gets those nutrients by growing through the soil and coating every soil particle. ",我行近第一棵樺樹，掹個袋落嚟 
The web is so dense that there can be hundreds of kilometers of mycelium under a single footstep. ,將部蓋勒計數器擺近啲葉度 
"And not only that, that mycelium connects different individuals in the forest, individuals not only of the same species but between species, like birch and fir, and it works kind of like the Internet. ",咔！ 
"You see, like all networks, mycorrhizal networks have nodes and links. ",完美 
We made this map by examining the short sequences of DNA of every tree and every fungal individual in a patch of Douglas fir forest. ,樺樹已經吸收咗啲放射性氣體 
"In this picture, the circles represent the Douglas fir, or the nodes, and the lines represent the interlinking fungal highways, or the links. ",關鍵時刻嚟喇 
"The biggest, darkest nodes are the busiest nodes. ",我行近棵杉樹 
"We call those hub trees, or more fondly, mother trees, because it turns out that those hub trees nurture their young, the ones growing in the understory. ",掹走個袋 
"And if you can see those yellow dots, those are the young seedlings that have established within the network of the old mother trees. ",將部機擺近啲針葉度 我聽到極之美妙嘅聲音 
"In a single forest, a mother tree can be connected to hundreds of other trees. ",咔！ 
"And using our isotope tracers, we have found that mother trees will send their excess carbon through the mycorrhizal network to the understory seedlings, and we've associated this with increased seedling survival by four times. ",係樺樹同杉樹傾偈嘅聲音 樺樹問︰「喂，有冇嘢要幫手?」 
"Now, we know we all favor our own children, and I wondered, could Douglas fir recognize its own kin, like mama grizzly and her cub? ",杉樹話︰「有呀，你畀啲碳我得唔得？ 
"So we set about an experiment, and we grew mother trees with kin and stranger's seedlings. ",我俾塊遮光布擋住咗呀。」 
And it turns out they do recognize their kin. ,我行近棵杉樹，將部機擺近啲葉度 不出我所料 一啲聲音都冇 
Mother trees colonize their kin with bigger mycorrhizal networks. ,柏樹完全自成一國 
They send them more carbon below ground. ,佢冇同樺樹同杉樹連繫埋一齊 
They even reduce their own root competition to make elbow room for their kids. ,我太興奮嘞 行勻成個地方，檢查晒八十組嘅實驗 
"When mother trees are injured or dying, they also send messages of wisdom on to the next generation of seedlings. ",事實擺在眼前 
"So we've used isotope tracing to trace carbon moving from an injured mother tree down her trunk into the mycorrhizal network and into her neighboring seedlings, not only carbon but also defense signals. ",「碳-13」同「碳-14」向我證明咗 樺樹同杉樹真係有傾有講嘎 
And these two compounds have increased the resistance of those seedlings to future stresses. ,我哋發現 夏天時 樺樹送碳俾杉樹，多過收碳返來 尤其喺杉樹俾嘢遮住嗰陣 
So trees talk. ,往後嘅實驗有相反嘅結果 杉樹送碳元素俾樺樹，多過收碳返來 事關嗰時杉樹仲有葉，而樺樹落曬葉 
(Applause) Thank you. ,兩種樹真係互相倚靠 就好似陰同陽咁 
"Through back and forth conversations, they increase the resilience of the whole community. ",喺嗰一刻，一切都豁然開朗 
"It probably reminds you of our own social communities, and our families, well, at least some families. ",我知道我嘅發現好重大 使我哋重新審視到樹木同森林嘅關係 佢哋之間唔單只有競爭 仲有互相合作 
(Laughter) So let's come back to the initial point. ,我終於搵到有力嘅證據 證明龐大嘅地下溝通網絡 確實存在 
"Forests aren't simply collections of trees, they're complex systems with hubs and networks that overlap and connect trees and allow them to communicate, and they provide avenues for feedbacks and adaptation, and this makes the forest resilient. ",呢個時候，我衷心期盼 我嘅發現會改變林業嘅操作 從大規模斬樹、濫用除草劑 轉為宏觀、持續 廉價、更實嘅方法 
That's because there are many hub trees and many overlapping networks. ,我有啲咩方法？ 
"But they're also vulnerable, vulnerable not only to natural disturbances like bark beetles that preferentially attack big old trees but high-grade logging and clear-cut logging. ",陣間話你聽 
"You see, you can take out one or two hub trees, but there comes a tipping point, because hub trees are not unlike rivets in an airplane. ",我們點樣研究森林嘅複雜系統？ 
"You can take out one or two and the plane still flies, but you take out one too many, or maybe that one holding on the wings, and the whole system collapses. ",既然係研究森林，就要深入森林 但確實好難，正如你啱啱所見 
So now how are you thinking about forests? Differently? ,兼且要識得點避開啲熊人 
(Audience) Yes. ,但我哋要堅持 哪怕係困難重重 
Cool. ,更要順從自己嘅直覺同經驗 問一啲有價值嘅問題 
I'm glad. ,之後我們要收集數據，同去驗證 
"So, remember I said earlier that I hoped that my research, my discoveries would change the way we practice forestry. ",我做同發表過數以百計嘅森林實驗 
"Well, I want to take a check on that 30 years later here in western Canada. ",有啲實驗基地已經用咗三十年 
"This is about 100 kilometers to the west of us, just on the border of Banff National Park. ",你哋可以去望下 
That's a lot of clear-cuts. ,森林科學本應係咁 
It's not so pristine. ,接住我想從科學角度探討 
"In 2014, the World Resources Institute reported that Canada in the past decade has had the highest forest disturbance rate of any country worldwide, and I bet you thought it was Brazil. ",樺樹同杉樹到底點溝通嘅呢？ 
"In Canada, it's 3.6 percent per year. ",事實上，佢哋除咗用碳作為媒介嚟交流 仲會用氮同磷 同水、防禦信號 等位基因化學物、激素 呢啲都係信息 
"Now, by my estimation, that's about four times the rate that is sustainable. ",喺我嘅發現之前，科學家認為 地底之所以有互惠共生嘅現象 係因為有菌根 
"Now, massive disturbance at this scale is known to affect hydrological cycles, degrade wildlife habitat, and emit greenhouse gases back into the atmosphere, which creates more disturbance and more tree diebacks. ",菌根，亦即係「菇菌嘅根」 
"Not only that, we're continuing to plant one or two species and weed out the aspens and birches. ",你行過森林，會見到佢哋嘅繁殖器官 
"These simplified forests lack complexity, and they're really vulnerable to infections and bugs. ",佢哋就係蘑菇 
"And as climate changes, this is creating a perfect storm for extreme events, like the massive mountain pine beetle outbreak that just swept across North America, or that megafire in the last couple months in Alberta. ",而菇頂只係佢嘅一小部份 因為菇柄底會長出真菌絲 形成菌絲體，繼而感染同侵佔 其他植物嘅根部 
"So I want to come back to my final question: instead of weakening our forests, how can we reinforce them and help them deal with climate change? ",真菌細胞同樹根細胞交織嘅地方 都有用碳換取養份嘅現象 真菌向下生長，包實啲土壤顆粒 繼而吸收養份 
"Well, you know, the great thing about forests as complex systems is they have enormous capacity to self-heal. ",個菌絲網密到話唔定有幾百公里長 堆埋得個腳板咁細 
"In our recent experiments, we found with patch-cutting and retention of hub trees and regeneration to a diversity of species and genes and genotypes that these mycorrhizal networks, they recover really rapidly. ",除此之外，菌絲會連接森林嘅不同植物 不論係咪同一物種，譬如樺樹同杉樹咁 運作模式十足十係個互聯網 
"So with this in mind, I want to leave you with four simple solutions. ",同所有嘅網絡一樣 菌根嘅網絡由綫同點組成 
And we can't kid ourselves that these are too complicated to act on. ,我哋分析咗森林每棵杉樹同菇嘅 DNA 短序， 然後畫咗呢張地圖 
"First, we all need to get out in the forest. ",圖中嘅圓點代表住黃杉 啲綫代表住菌根之間嘅連繫 
We need to reestablish local involvement in our own forests. ,最大最深色嘅圓點，擁有最多連接 
"You see, most of our forests now are managed using a one-size-fits-all approach, but good forest stewardship requires knowledge of local conditions. ",佢哋叫核心樹木 又暱稱「母樹」 因為佢哋會滋養住 年輕嘅矮層灌木 
"Second, we need to save our old-growth forests. ",黃色圓點 代表同母樹有連繫嘅樹苗 森林裡面 一棵母樹可以連繫住過百棵樹 
These are the repositories of genes and mother trees and mycorrhizal networks. ,透過同位素示蹤劑進行檢測 
So this means less cutting. ,我哋察覺到 母樹會透過菌根嘅聯網傳 送剩餘嘅碳俾 矮層嘅樹苗 我哋發現，樹苗嘅存活率 會因此大增四倍 
"I don't mean no cutting, but less cutting. ",正如父母會愛錫自己嘅仔女 所以我諗，黃杉會唔會好似嗰隻熊咁 認到自己啲仔女呢？ 
"And third, when we do cut, we need to save the legacies, the mother trees and networks, and the wood, the genes, so they can pass their wisdom onto the next generation of trees so they can withstand the future stresses coming down the road. ",我哋於是設計咗個實驗 將母樹、幼苗同其他種子種埋一齊 
We need to be conservationists. ,結果母樹認得出自己嘅後代 
"And finally, fourthly and finally, we need to regenerate our forests with a diversity of species and genotypes and structures by planting and allowing natural regeneration. ",母樹利用更大嘅菌根網包裹幼苗 
We have to give Mother Nature the tools she needs to use her intelligence to self-heal. ,喺地底傳送更多嘅碳 
"And we need to remember that forests aren't just a bunch of trees competing with each other, they're supercooperators. ",甚至減少自己根部嘅發展 為幼苗創造生長空間 
So back to Jigs. ,喺母樹受傷或者就來枯萎 佢哋會將生存智慧傳俾下一代 
"Jigs's fall into the outhouse showed me this other world, and it changed my view of forests. ",我哋透過同位素示蹤法，追蹤碳嘅移動 從受傷嘅母樹嘅樹幹傳到菌根網 再傳到周圍嘅幼苗 唔單止係碳 仲有防禦信號 
I hope today to have changed how you think about forests. ,呢兩種混合物 增加咗幼苗嘅抗壓能力 
Thank you. ,所以樹木識講嘢 
(Applause) ,（掌聲） 多謝 
,經過反反覆覆嘅對話 佢哋增強咗成個團體嘅適應力 
"In July of 1911, a 35-year-old Yale graduate and professor set out from his rainforest camp with his team. ",佢哋可能令你諗起咗 我嘅社會群體，我哋嘅家庭 嗯，至少部分家庭啦 
"After climbing a steep hill and wiping the sweat from his brow, he described what he saw beneath him. ",（笑聲） 我哋返到最初嘅問題 
"He saw rising from the dense rainforest foliage this incredible interlocking maze of structures built of granite, beautifully put together. ",森林唔單只有樹 佢哋係有樞紐同網絡嘅複雜系統 彼此覆蓋同聯繫，令佢哋可以交流 仲提供咗反饋同適應嘅方式 加強咗森林嘅適應能力 
"What's amazing about this project is that it was the first funded by National Geographic, and it graced the front cover of its magazine in 1912. ",因為森林有好多樞紐同彼此覆蓋嘅網絡 
"This professor used state-of-the-art photography equipment to record the site, forever changing the face of exploration. ",但係佢哋都好脆弱 唔單只會受到自然嘅干擾 譬如特別鍾意侵襲老樹嘅樹皮甲蟲 仲受到高強度伐木同清場式伐木嘅影響 
"The site was Machu Picchu, discovered and explored by Hiram Bingham. ",你可以攞走一兩棵樞紐樹 但係呢個就已經係極限 因為樞紐樹好似飛機上嘅卯釘 
"When he saw the site, he asked, ""This is an impossible dream. ",你攞走一兩粒卯釘，飛機仲飛得 但係如果你攞走太多 或著你攞走一個關鍵嘅卯釘 成個系統都會塌 
"So today, 100 years later, I invite you all on an incredible journey with me, a 37-year-old Yale graduate and professor. ",咁宜家你係點睇啲森林？有冇啲唔同？ 
(Cheers) We will do nothing less than use state-of-the-art technology to map an entire country. ,（觀眾）係 
"This is a dream started by Hiram Bingham, but we are expanding it to the world, making archaeological exploration more open, inclusive, and at a scale simply not previously possible. ",太好啦 
"This is why I am so excited to share with you all today that we will begin the 2016 TED Prize platform in Latin America, more specifically Peru. ",我好高興 
(Applause) Thank you. ,記得我之前話過，我希望我嘅研究 同發現會改變我哋實踐林學嘅方式 
We will be taking Hiram Bingham's impossible dream and turning it into an amazing future that we can all share in together. ,我諗喺 30 年後，喺加拿大西部做檢測 
So Peru doesn't just have Machu Picchu. ,既係呢度向西 100 公里 就喺班夫國家公園嘅邊界 
"It has absolutely stunning jewelry, like what you can see here. ",嗰度有好多清場式伐木 
It has amazing Moche pottery of human figures. ,唔再係原始森林啦 
It has the Nazca Lines and amazing textiles. ,2014 年，世界資源研究所報導 過去十年加拿大有世界最高森林破壞率 你哋以為嗰個國家係巴西，係唔係 
"So as part of the TED Prize platform, we are going to partnering with some incredible organizations, first of all with DigitalGlobe, the world's largest provider of high-resolution commercial satellite imagery. ",喺加拿大，破壞率係每年 3.6% 
They're going to be helping us build out this amazing crowdsourcing platform they have. ,據我估計，係可持續破壞率嘅四倍 
Maybe some of you used it with the MH370 crash and search for the airplane. ,咁規模嘅大面積破壞明顯影響水循環 惡化野生生態環境 而且将溫室氣體放返入大氣 結果導致更加多嘅破壞同樹嘅回枯 
"Of course, they'll also be providing us with the satellite imagery. ",仲有，我們繼續種一種或著兩種樹木 停種同消滅山楊樹同樺樹 
National Geographic will be helping us with education and of course exploration. ,咁嘅森林冇曬多樣性 會好易患傳染病同受蟲害影響 
"As well, they'll be providing us with rich content for the platform, including some of the archival imagery like you saw at the beginning of this talk and some of their documentary footage. ",隨著氣候變化 幾樣嘢夾埋後果會好嚴重 譬如啱啱蔓延咗成個北美洲嘅 大規模山地松樹甲蟲蟲災 仲有最近喺阿爾伯塔嘅超級大火 
"We've already begun to build and plan the platform, and I'm just so excited. ",所以宜家我哋返到最後一個問題： 與其弱化我哋嘅森林， 我哋點樣 強化佢哋適應氣候變化嘅能力 
So here's the cool part. ,作為複雜嘅生態系統，森林好叻嘅一點 就係佢哋有好強嘅自我修復能力 
"My team, headed up by Chase Childs, is already beginning to look at some of the satellite imagery. ",我哋近期嘅實驗表明 用小規模砍伐、保護樞紐樹 重現物種多樣性 會使真菌菌根網好快咁恢復 
"Of course, what you can see here is 0.3-meter data. ",我想留畀你哋四個簡單嘅方案，我哋 
This is site called Chan Chan in northern Peru. ,唔可以呃自己，話啲方法太複雜做唔到 
It dates to 850 AD. ,首先，我哋都需要行入森林 
"It's a really amazing city, but let's zoom in. ",我哋需要令當地人重新融入啲森林度 
This is the type and quality of data that you all will get to see. ,宜家我哋大多數嘅森林 都俾人用單一嘅方式管理，但係 好嘅森林管理需要關於當地條件嘅知識 
"You can see individual structures, individual buildings. ",第二，我哋要完挽救我哋嘅老齡林 
And we've already begun to find previously unknown sites. ,佢哋係基因、母樹同真菌菌根網 嘅信息庫 
"What we can say already is that as part of the platform, you will all help discover thousands of previously unknown sites, like this one here, and this potentially large one here. ",即係要減少伐木 
"Unfortunately, we've also begun to uncover large-scale looting at sites, like what you see here. ",我唔係話禁止伐木，而係減少伐木 
"So many sites in Peru are threatened, but the great part is that all of this data is going to be shared with archaeologists on the front lines of protecting these sites. ",第三，喺我哋伐木時 挽救樹木嘅「遺産」 母樹同真菌菌根網 仲有樹林同基因 咁樣先可以将智慧傳畀下一代嘅樹木 使佢哋有應對未來壓力嘅能力 
"So I was just in Peru, meeting with their Minister of Culture as well as UNESCO. ",我哋需要成為自然環境保護主義者 
We'll be collaborating closely with them. ,最尾，第四點 再生擁有物種多樣性 基因型多樣性同結構多樣性嘅森林 必须通過人工種植同自然再生 
"Just so you all know, the site is going to be in both English and Spanish, which is absolutely essential to make sure that people in Peru and across Latin America can participate. ",我哋必須畀大自然需要嘅 可以幫佢自我治癒嘅工具 
"Our main project coprincipal investigator is the gentleman you see here, Dr. Luis Jaime Castillo, professor at Catholic University. ",森林唔單只係互相競爭嘅 一叢叢樹木 佢哋係超級合作者 
"As a respected Peruvian archaeologist and former vice-minister, Dr. Castillo will be helping us coordinate and share the data with archaeologists so they can explore these sites on the ground. ",再講返 Jigs 
"He also runs this amazing drone mapping program, some of the images of which you can see behind me here and here. ",Jigs 嗰件事令我睇到另外嘅世界 同改變咗我對森林嘅睇法 
"And this data will be incorporated into the platform, and also he'll be helping to image some of the new sites you help find. ",希望我今日改變咗你哋對森林嘅睇法 
"Our on-the-ground partner who will be helping us with education, outreach, as well as site preservation components, is the Sustainable Preservation Initiative, led by Dr. Larry Coben. ",多謝 
Some of you may not be aware that some of the world's poorest communities coexist with some of the world's most well-known archaeological sites. ,（掌聲） 
"What SPI does is it helps to empower these communities, in particular women, with new economic approaches and business training. ",
So it helps to teach them to create beautiful handicrafts which are then sold on to tourists. ,1911 年 7 月 一個 35 歲嘅耶魯大學畢業生、教授 同佢嘅團隊從雨林中嘅帳篷出發 
This empowers the women to treasure their cultural heritage and take ownership of it. ,翻過一座陡峭嘅山 拭去眉毛上嘅汗水 佢描述咗身下嘅景象 
"I had the opportunity to spend some time with 24 of these women at a well-known archaeological site called Pachacamac, just outside Lima. ",從茂密嘅熱帶雨林植被之中 佢睇到由花崗岩建造嘅 不可思議嘅迷宮結構 
"These women were unbelievably inspiring, and what's great is that SPI will help us transform communities near some of the sites that you help to discover. ",呢個項目奇妙在 佢係國家地理雜誌第一個資助嘅項目 並為 1912 年嘅雜誌封面增添風采 
Peru is just the beginning. ,呢位教授用咗最先進嘅攝影設備 去記錄呢個遺址 從此改變咗探索 
"We're going to be expanding this platform to the world, but already I've gotten thousands of emails from people all across the world -- professors, educators, students, and other archaeologists -- who are so excited to help participate. ",遺跡位於馬丘比丘 由 Hiram Bingham 發現嘅 
"In fact, they're already suggesting amazing places for us to help discover, including Atlantis. ",當佢睇到嗰個遺跡，佢問︰ 「呢個係冇可能嘅，點解會搵到嘅呢？」 
"I don't know if we're going to be looking for Atlantis, but you never know. ",所以今日 一百年之後 我邀請你哋同我 一位 37 歲嘅耶魯畢業生、教授 共赴一場奇妙旅程 
So I'm just so excited to launch this platform. ,（歡呼聲） 我哋會用到最先進科技 描繪成個國家嘅地形 
It's going to be launched formally by the end of the year. ,呢一個夢係由 Hiram Bingham 開始嘅 但我哋將個夢延伸到全世界 令更多地方都可以有考古 亦令到考古規模更加大 
"And I have to say, if what my team has already discovered in the past few weeks are any indication, what the world discovers is just going to be beyond imagination. ",呢樣就係點解 今日我會咁興奮同你哋分享 我哋將會喺拉丁美洲 具體啲喺秘魯 執行 2016 年 TED 大獎嘅計劃 
Make sure to hold on to your alpacas. ,（掌聲） 多謝 
Thank you very much. ,我哋要將 Hiram Bingham 不可能嘅夢 變成未來一個 我哋可以共同擔當嘅工作 
(Applause) Thank you. ,秘魯唔單只有馬丘比丘 
(Applause) ,仲有精緻嘅珠寶 就好似你喺呢度睇到嘅咁 
,有栩栩如生嘅 Moche 陶土人偶 
"(Music) Rainn Wilson: It takes its toll, being alone. ",有納斯卡線條 同令人驚歎嘅紡織品 
"I'm a little bit lost, and it's finally time to make a real connection. ",按著 TED 大獎嘅計劃嚟到做 我哋打算同一啲組織合作 首先同 DigitalGlobe 世界上最大嘅高分辨率 商用衛星圖像供應商 
Who am I? ,佢哋會幫我哋建立 呢個佢哋有嘅眾包平台 
"(Drums) I'm a single white male, 45 years of age. ",可能你哋當中 曾經有人都喺 DigitalGlobe 上面 幫手搵 MH370 嘅飛機 
I love animals. ,當然，佢哋都會提供衛星圖像 
Gainfully employed. ,國家地理雜誌將會提供 教育同課程開發方面嘅幫助 
I'm a people person. ,佢哋都會為我哋嘅平台提供豐富資源 包括你喺演講開始睇到嘅一啲檔案圖像 同埋一啲佢哋嘅紀錄片片段 
I keep fit. ,我哋已經開始咗建立同設計平台 而我依家好興奮 
Who am I looking for? ,跟住落嚟仲勁︰ 
I'm looking for my idea mate. ,由 Chase Childs 帶領嘅團隊 已經開始查緊一啲衛星圖像 
Are you that idea that matches with who I really am? ,當然，你依家睇到嘅係 長 0.3 米嘅地面 
(Video) Ron Finley: How would you feel if you had no access to healthy food? ,呢個就係秘魯北部 稱為 Chan Chan 嘅遺跡 
